dataset,algorithm,repetition,fold,tp,tn,fp,fn,train_time,predict_time
covtype_1vs3,imbbag_ros_100.csv,1,1,9007,94309,11505,1167,406644210550,5867
covtype_1vs3,imbbag_ros_100.csv,1,2,9172,94288,11738,1164,438837745327,4319
covtype_1vs3,imbbag_ros_100.csv,2,1,9045,94286,11707,1028,456051102129,4292
covtype_1vs3,imbbag_ros_100.csv,2,2,9175,94548,11299,1262,469789880423,6978
covtype_1vs3,imbbag_ros_100.csv,3,1,9133,94048,11665,1075,428618755701,4115
covtype_1vs3,imbbag_ros_100.csv,3,2,9080,94549,11578,1222,453756364919,4102
covtype_1vs3,imbbag_ros_100.csv,4,1,9250,94314,12056,1024,460738422913,7262
covtype_1vs3,imbbag_ros_100.csv,4,2,9091,94253,11217,1145,437444643990,4094
covtype_1vs3,imbbag_ros_100.csv,5,1,8954,94807,11263,1275,450897952172,7239
covtype_1vs3,imbbag_ros_100.csv,5,2,9261,94291,11479,1020,455409661107,4206
covtype_1vs2,imbbag_rus_100.csv,1,1,17751,105026,750,20,381768585114,5897
covtype_1vs2,imbbag_rus_100.csv,1,2,17949,105325,739,34,424176838526,3737
covtype_1vs2,imbbag_rus_100.csv,2,1,17913,104907,782,33,451331207204,15504
covtype_1vs2,imbbag_rus_100.csv,2,2,17785,105381,770,23,482903901006,17917
covtype_1vs2,imbbag_rus_100.csv,3,1,17904,104850,794,27,485249013117,3551
covtype_1vs2,imbbag_rus_100.csv,3,2,17789,105439,757,34,532980924336,9833
covtype_1vs2,imbbag_rus_100.csv,4,1,17867,105575,694,45,478602506342,6271
covtype_1vs2,imbbag_rus_100.csv,4,2,17823,104885,686,19,507876915377,3854
covtype_1vs2,imbbag_rus_100.csv,5,1,17803,105328,726,26,531067017109,3771
covtype_1vs2,imbbag_rus_100.csv,5,2,17898,105018,768,27,500943364322,3769
covtype_0vs3,imbbag_ros_100.csv,1,1,10192,135295,6167,57,429437518996,7563
covtype_0vs3,imbbag_ros_100.csv,1,2,10178,136641,5198,83,477654062104,3935
covtype_0vs3,imbbag_ros_100.csv,2,1,10161,135900,5622,94,472021023894,6477
covtype_0vs3,imbbag_ros_100.csv,2,2,10179,135908,5871,76,518757317220,4007
covtype_0vs3,imbbag_ros_100.csv,3,1,10249,135649,5444,52,479917648877,6654
covtype_0vs3,imbbag_ros_100.csv,3,2,10121,136459,5749,88,516023323596,4162
covtype_0vs3,imbbag_ros_100.csv,4,1,10128,136719,5246,81,474256520804,4988
covtype_0vs3,imbbag_ros_100.csv,4,2,10232,135563,5773,69,493568273597,6669
covtype_0vs3,imbbag_ros_100.csv,5,1,10119,137077,4788,105,507415287164,3979
covtype_0vs3,imbbag_ros_100.csv,5,2,10210,135616,5820,76,480892667364,6622
susy_ir16,imbbag_rus_100.csv,1,1,61488,1104947,251032,23078,458600633203,2831
susy_ir16,imbbag_rus_100.csv,1,2,62365,1097474,258720,22692,484758574777,4668
susy_ir16,imbbag_rus_100.csv,2,1,62054,1094322,260898,22481,491382539183,5311
susy_ir16,imbbag_rus_100.csv,2,2,62095,1102490,254463,22993,510992026426,2069
susy_ir16,imbbag_rus_100.csv,3,1,62008,1099248,255948,22790,487603369380,2957
susy_ir16,imbbag_rus_100.csv,3,2,62129,1098258,258719,22696,505679989913,4308
susy_ir16,imbbag_rus_100.csv,4,1,61561,1103693,252792,23180,506547914668,1956
susy_ir16,imbbag_rus_100.csv,4,2,62497,1094790,260898,22385,504836064035,3282
susy_ir16,imbbag_rus_100.csv,5,1,62885,1087208,269410,22192,492364143799,6038
susy_ir16,imbbag_rus_100.csv,5,2,61653,1102205,253350,22893,504556373009,3981
covtype_0vs4,imbbag_ros_100.csv,1,1,8425,133344,8184,215,410410367484,5057
covtype_0vs4,imbbag_ros_100.csv,1,2,8548,133525,8248,179,458313975806,3879
covtype_0vs4,imbbag_ros_100.csv,2,1,8485,133586,7916,226,470812493434,3661
covtype_0vs4,imbbag_ros_100.csv,2,2,8467,133877,7922,189,494393735806,6152
covtype_0vs4,imbbag_ros_100.csv,3,1,8355,133235,8067,190,499662388395,3717
covtype_0vs4,imbbag_ros_100.csv,3,2,8639,133962,8037,183,522687346256,6197
covtype_0vs4,imbbag_ros_100.csv,4,1,8437,133872,8101,216,513891988576,6353
covtype_0vs4,imbbag_ros_100.csv,4,2,8500,133477,7851,214,516123630299,6234
covtype_0vs4,imbbag_ros_100.csv,5,1,8575,133453,8285,189,523934887924,3695
covtype_0vs4,imbbag_ros_100.csv,5,2,8367,133854,7709,236,497277036240,5916
higgs_ir16,imbbag_rus_100.csv,1,1,137656,1700220,1214323,44705,1125962416264,3844
higgs_ir16,imbbag_rus_100.csv,1,2,137569,1704540,1210040,45040,1105364653716,3711
higgs_ir16,imbbag_rus_100.csv,2,1,124769,1891325,1021822,57911,1102068280515,2735
higgs_ir16,imbbag_rus_100.csv,2,2,137892,1692012,1223964,44398,1040644435234,5285
higgs_ir16,imbbag_rus_100.csv,3,1,138857,1675915,1237757,43801,1056599512986,5504
higgs_ir16,imbbag_rus_100.csv,3,2,124556,1900383,1015068,57756,1071024091795,4728
higgs_ir16,imbbag_rus_100.csv,4,1,137601,1712971,1202981,45359,1122987229768,3587
higgs_ir16,imbbag_rus_100.csv,4,2,125144,1882748,1030423,56866,1154608216301,5065
higgs_ir16,imbbag_rus_100.csv,5,1,139436,1682999,1233506,43123,1139936994772,5525
higgs_ir16,imbbag_rus_100.csv,5,2,136185,1718468,1194150,46226,1168834927951,6855
kddcup_dos_vs_r2l,imbbag_ros_100.csv,1,1,564,1941315,5,1,740360236325,2599
kddcup_dos_vs_r2l,imbbag_ros_100.csv,1,2,560,1941689,361,1,754258872274,1819
kddcup_dos_vs_r2l,imbbag_ros_100.csv,2,1,562,1939936,4,0,698990628783,4408
kddcup_dos_vs_r2l,imbbag_ros_100.csv,2,2,562,1943125,305,2,699740305327,1980
kddcup_dos_vs_r2l,imbbag_ros_100.csv,3,1,555,1940750,417,1,708774295303,1611
kddcup_dos_vs_r2l,imbbag_ros_100.csv,3,2,563,1942182,21,7,662700470107,2769
kddcup_dos_vs_r2l,imbbag_ros_100.csv,4,1,578,1941514,1,0,697646314040,1687
kddcup_dos_vs_r2l,imbbag_ros_100.csv,4,2,546,1941581,274,2,745069070589,1793
kddcup_dos_vs_r2l,imbbag_ros_100.csv,5,1,565,1942884,78,11,753343663063,2355
kddcup_dos_vs_r2l,imbbag_ros_100.csv,5,2,548,1940112,296,2,768464363139,1721
hepmass_ir16,imbbag_ros_100.csv,1,1,130196,2310041,313905,34673,748422057771,1809
hepmass_ir16,imbbag_ros_100.csv,1,2,129716,2306497,319681,33877,741607613743,1933
hepmass_ir16,imbbag_ros_100.csv,2,1,129987,2303400,320309,34050,706113140534,1866
hepmass_ir16,imbbag_ros_100.csv,2,2,129803,2315129,311286,34622,787487931042,1743
hepmass_ir16,imbbag_ros_100.csv,3,1,129097,2314994,309392,34904,847459100939,2094
hepmass_ir16,imbbag_ros_100.csv,3,2,132205,2283417,342321,32256,715796395630,3057
hepmass_ir16,imbbag_ros_100.csv,4,1,129911,2314669,311773,34440,703641412308,2728
hepmass_ir16,imbbag_ros_100.csv,4,2,129425,2314050,309632,34686,744543123503,1777
hepmass_ir16,imbbag_ros_100.csv,5,1,129622,2318374,308048,34929,737369224804,1773
hepmass_ir16,imbbag_ros_100.csv,5,2,129391,2314608,309094,34520,748700174601,2063
covtype_1vs4,imbgbt_ros_100.csv,1,1,8601,105453,317,18,475953588142,7560
covtype_1vs4,imbgbt_ros_100.csv,1,2,8742,105693,377,6,505394148249,5345
covtype_1vs4,imbgbt_ros_100.csv,2,1,8597,105587,310,5,509107925771,3783
covtype_1vs4,imbgbt_ros_100.csv,2,2,8762,105578,365,3,524698831260,4413
covtype_1vs4,imbgbt_ros_100.csv,3,1,8731,105321,347,6,537455332233,3088
covtype_1vs4,imbgbt_ros_100.csv,3,2,8613,105839,333,17,516131390903,3154
covtype_1vs4,imbgbt_ros_100.csv,4,1,8862,105735,365,3,523117949510,3231
covtype_1vs4,imbgbt_ros_100.csv,4,2,8491,105425,315,11,534280348521,3166
covtype_1vs4,imbgbt_ros_100.csv,5,1,8760,105556,380,11,563301550193,4870
covtype_1vs4,imbgbt_ros_100.csv,5,2,8590,105624,280,6,566619301470,4737
susy_ir4,imbgbt_ros_100.csv,1,1,251207,1149265,206878,87187,1221881965431,2646
susy_ir4,imbgbt_ros_100.csv,1,2,252111,1148562,207468,86642,1235744881454,1860
susy_ir4,imbgbt_ros_100.csv,2,1,251208,1148662,206379,86771,1251753513345,2395
susy_ir4,imbgbt_ros_100.csv,2,2,252109,1149353,207779,87059,1252425488750,2420
susy_ir4,imbgbt_ros_100.csv,3,1,250912,1150689,204650,87483,1234436020095,2370
susy_ir4,imbgbt_ros_100.csv,3,2,252020,1148356,208478,86732,1238611079638,2727
susy_ir4,imbgbt_ros_100.csv,4,1,251486,1149825,205909,87380,1237150189433,2342
susy_ir4,imbgbt_ros_100.csv,4,2,250966,1150754,205685,87315,1221760830968,2417
susy_ir4,imbgbt_ros_100.csv,5,1,251634,1149395,206823,87644,1211075786942,1940
susy_ir4,imbgbt_ros_100.csv,5,2,252050,1146215,209740,85819,1216569109246,2351
covtype_0vs3,imbbag_rus_100.csv,1,1,10144,136372,5090,105,412113802506,4665
covtype_0vs3,imbbag_rus_100.csv,1,2,10153,137181,4658,108,450562823435,3566
covtype_0vs3,imbbag_rus_100.csv,2,1,10082,136858,4664,173,477523038053,6410
covtype_0vs3,imbbag_rus_100.csv,2,2,10165,137043,4736,90,471538643776,3591
covtype_0vs3,imbbag_rus_100.csv,3,1,10216,135960,5133,85,523299387119,3743
covtype_0vs3,imbbag_rus_100.csv,3,2,10058,137469,4739,151,538405255320,6075
covtype_0vs3,imbbag_rus_100.csv,4,1,10040,137274,4691,169,543650943982,6224
covtype_0vs3,imbbag_rus_100.csv,4,2,10228,136556,4780,73,492001689628,6258
covtype_0vs3,imbbag_rus_100.csv,5,1,10089,136964,4901,135,535593487094,5966
covtype_0vs3,imbbag_rus_100.csv,5,2,10176,136816,4620,110,487272481008,3607
susy_ir16,imbgbt_ros_100.csv,1,1,62967,1144982,210997,21599,1128791808886,1897
susy_ir16,imbgbt_ros_100.csv,1,2,63633,1145084,211110,21424,1137919233687,1889
susy_ir16,imbgbt_ros_100.csv,2,1,63042,1144860,210323,21620,1139721714898,2048
susy_ir16,imbgbt_ros_100.csv,2,2,63661,1143710,213280,21300,1404798474911,2160
susy_ir16,imbgbt_ros_100.csv,3,1,63378,1144103,211308,21372,1454931033453,2148
susy_ir16,imbgbt_ros_100.csv,3,2,63276,1146047,210715,21597,1468505738363,1486
susy_ir16,imbgbt_ros_100.csv,4,1,63528,1145795,210568,21562,1439436887065,2134
susy_ir16,imbgbt_ros_100.csv,4,2,63219,1141647,214163,21314,1382382714145,2019
susy_ir16,imbgbt_ros_100.csv,5,1,63562,1145424,211336,21356,1310545034800,1468
susy_ir16,imbgbt_ros_100.csv,5,2,62985,1143961,211452,21720,1288851130170,1487
covtype_0vs2,imbgbt_ros_100.csv,1,1,17692,137873,3628,104,508254816553,4844
covtype_0vs2,imbgbt_ros_100.csv,1,2,17834,138166,3634,124,531052405650,4225
covtype_0vs2,imbgbt_ros_100.csv,2,1,17691,137946,3634,106,550727734211,3584
covtype_0vs2,imbgbt_ros_100.csv,2,2,17822,138043,3678,135,549763765013,3754
covtype_0vs2,imbgbt_ros_100.csv,3,1,17793,137371,3844,102,560700805296,2498
covtype_0vs2,imbgbt_ros_100.csv,3,2,17750,138547,3539,109,568093578557,3802
covtype_0vs2,imbgbt_ros_100.csv,4,1,17667,138367,3714,133,559423607385,3060
covtype_0vs2,imbgbt_ros_100.csv,4,2,17840,137498,3722,114,555554360081,2430
covtype_0vs2,imbgbt_ros_100.csv,5,1,17497,138652,3469,111,583306130300,2381
covtype_0vs2,imbgbt_ros_100.csv,5,2,18027,137585,3595,119,557144600150,3644
covtype_0vs4,imbgbt_ros_100.csv,1,1,8576,137622,3906,64,466674325242,5627
covtype_0vs4,imbgbt_ros_100.csv,1,2,8677,137860,3913,50,493215701975,3493
covtype_0vs4,imbgbt_ros_100.csv,2,1,8684,137632,3876,51,504418050287,2602
covtype_0vs4,imbgbt_ros_100.csv,2,2,8555,137865,3928,77,517964845933,2739
covtype_0vs4,imbgbt_ros_100.csv,3,1,8555,137416,3950,54,540617635698,2697
covtype_0vs4,imbgbt_ros_100.csv,3,2,8680,138140,3795,78,531448349592,2728
covtype_0vs4,imbgbt_ros_100.csv,4,1,8677,138077,3890,78,549256558769,2719
covtype_0vs4,imbgbt_ros_100.csv,4,2,8548,137485,3849,64,523149977487,2782
covtype_0vs4,imbgbt_ros_100.csv,5,1,8557,138046,3808,84,519969704589,3984
covtype_0vs4,imbgbt_ros_100.csv,5,2,8653,137654,3793,73,538284119822,3951
covtype_1vs3,imbgbt_ros_100.csv,1,1,9911,101467,4347,263,436464492177,6540
covtype_1vs3,imbgbt_ros_100.csv,1,2,10090,101727,4299,246,466973207522,4305
covtype_1vs3,imbgbt_ros_100.csv,2,1,9991,101466,4366,265,487397350642,4693
covtype_1vs3,imbgbt_ros_100.csv,2,2,10033,101361,4647,221,478767933442,3465
covtype_1vs3,imbgbt_ros_100.csv,3,1,9992,101095,4631,244,503241442448,4631
covtype_1vs3,imbgbt_ros_100.csv,3,2,10017,101617,4497,257,488060142463,3352
covtype_1vs3,imbgbt_ros_100.csv,4,1,10112,101539,4592,269,499060041949,3406
covtype_1vs3,imbgbt_ros_100.csv,4,2,9864,101132,4577,265,507737068552,4971
covtype_1vs3,imbgbt_ros_100.csv,5,1,10174,101497,4374,235,490260027421,3401
covtype_1vs3,imbgbt_ros_100.csv,5,2,9857,101555,4414,244,515454273696,3384
covtype_1vs2,imbbag_ros_100.csv,1,1,17756,105085,691,15,480626622768,4934
covtype_1vs2,imbbag_ros_100.csv,1,2,17952,105439,625,31,530942666580,6480
covtype_1vs2,imbbag_ros_100.csv,2,1,17919,105051,638,27,551839468567,6333
covtype_1vs2,imbbag_ros_100.csv,2,2,17792,105488,663,16,529332077200,3915
covtype_1vs2,imbbag_ros_100.csv,3,1,17915,105025,619,16,518631797269,3944
covtype_1vs2,imbbag_ros_100.csv,3,2,17799,105554,642,24,532671031899,3956
covtype_1vs2,imbbag_ros_100.csv,4,1,17882,105612,657,30,529998707604,3853
covtype_1vs2,imbbag_ros_100.csv,4,2,17820,104888,683,22,503788049263,4275
covtype_1vs2,imbbag_ros_100.csv,5,1,17811,105433,621,18,521850375425,3962
covtype_1vs2,imbbag_ros_100.csv,5,2,17904,105113,673,21,513350707367,4027
hepmass_ir4,imbbag_ros_100.csv,1,1,514088,2320505,304915,141324,926495959549,2311
hepmass_ir4,imbbag_ros_100.csv,1,2,516113,2314600,310104,139715,914439862056,3031
hepmass_ir4,imbbag_ros_100.csv,2,1,516789,2310499,313439,138907,917779656273,1896
hepmass_ir4,imbbag_ros_100.csv,2,2,516180,2315454,310732,139364,913881346852,2689
hepmass_ir4,imbbag_ros_100.csv,3,1,515675,2313739,311430,139262,842752535257,2858
hepmass_ir4,imbbag_ros_100.csv,3,2,516106,2315658,309297,140197,962016342757,3081
hepmass_ir4,imbbag_ros_100.csv,4,1,515758,2315034,312497,139667,958647350011,2001
hepmass_ir4,imbbag_ros_100.csv,4,2,516955,2311355,311238,138860,986110641375,2052
hepmass_ir4,imbbag_ros_100.csv,5,1,516295,2313400,313759,139245,967714668753,2091
hepmass_ir4,imbbag_ros_100.csv,5,2,515547,2315980,306985,140153,908175385309,1823
hepmass_ir16,imbgbt_rus_100.csv,1,1,138561,2334241,289705,26308,2200198587495,2566
hepmass_ir16,imbgbt_rus_100.csv,1,2,137015,2335731,290447,26578,2341748648309,3844
hepmass_ir16,imbgbt_rus_100.csv,2,1,137780,2333635,290018,26360,2527423350127,1961
hepmass_ir16,imbgbt_rus_100.csv,2,2,137955,2335192,291279,26367,2346636955530,2250
hepmass_ir16,imbgbt_rus_100.csv,3,1,138062,2332421,291547,26368,2305829142813,1791
hepmass_ir16,imbgbt_rus_100.csv,3,2,137844,2333162,292994,26188,2388136555889,2234
hepmass_ir16,imbgbt_rus_100.csv,4,1,137832,2337930,288503,26553,2379462717761,2347
hepmass_ir16,imbgbt_rus_100.csv,4,2,137943,2328891,294800,26134,2297650069217,2908
hepmass_ir16,imbgbt_rus_100.csv,5,1,138053,2331599,295558,25844,2352153952172,2340
hepmass_ir16,imbgbt_rus_100.csv,5,2,138057,2329504,293463,26508,2368686396437,1766
higgs_ir4,imbbag_ros_100.csv,1,1,544917,1712543,1202652,182485,705185686445,1942
higgs_ir4,imbbag_ros_100.csv,1,2,551485,1681403,1232525,176156,656626222464,1808
higgs_ir4,imbbag_ros_100.csv,2,1,548699,1696510,1216485,179342,778629295489,2127
higgs_ir4,imbbag_ros_100.csv,2,2,551603,1670908,1245220,175399,687449681420,1675
higgs_ir4,imbbag_ros_100.csv,3,1,553873,1661246,1251771,173715,679822818754,1844
higgs_ir4,imbbag_ros_100.csv,3,2,543584,1719559,1196547,183871,722171883311,1901
higgs_ir4,imbbag_ros_100.csv,4,1,547990,1696231,1220343,179188,708375296850,1680
higgs_ir4,imbbag_ros_100.csv,4,2,543138,1706907,1205642,184727,703551061559,1826
higgs_ir4,imbbag_ros_100.csv,5,1,550164,1689014,1226335,177760,676361222714,1821
higgs_ir4,imbbag_ros_100.csv,5,2,544310,1707362,1206412,182809,710313599807,1705
covtype_0vs3,imbgbt_ros_100.csv,1,1,10219,140547,915,30,477514906651,5905
covtype_0vs3,imbgbt_ros_100.csv,1,2,10219,141073,766,42,509462004657,3529
covtype_0vs3,imbgbt_ros_100.csv,2,1,10174,140755,881,29,524644166756,2626
covtype_0vs3,imbgbt_ros_100.csv,2,2,10249,140950,715,58,534773409627,3805
covtype_0vs3,imbgbt_ros_100.csv,3,1,10111,140621,771,41,533330149814,3881
covtype_0vs3,imbgbt_ros_100.csv,3,2,10331,141068,841,27,531163690063,2551
covtype_0vs3,imbgbt_ros_100.csv,4,1,10229,141059,884,49,523235887002,15574
covtype_0vs3,imbgbt_ros_100.csv,4,2,10201,140533,825,31,543486681832,2535
covtype_0vs3,imbgbt_ros_100.csv,5,1,10104,141084,883,35,517250085818,2706
covtype_0vs3,imbgbt_ros_100.csv,5,2,10342,140545,789,29,547509407199,2976
higgs_ir4,imbgbt_ros_100.csv,1,1,535514,2102792,812403,191888,2399568002288,1971
higgs_ir4,imbgbt_ros_100.csv,1,2,535276,2107336,806592,192365,2743962703816,2664
higgs_ir4,imbgbt_ros_100.csv,2,1,534741,2107088,805922,193398,2795708313741,2399
higgs_ir4,imbgbt_ros_100.csv,2,2,535649,2101355,814758,191255,2828147039949,2631
higgs_ir4,imbgbt_ros_100.csv,3,1,536009,2099431,813754,191032,2796156363718,2335
higgs_ir4,imbgbt_ros_100.csv,3,2,536458,2105963,809975,191544,2829434014097,2359
higgs_ir4,imbgbt_ros_100.csv,4,1,535193,2107460,808027,193034,2816495333774,2829
higgs_ir4,imbgbt_ros_100.csv,4,2,536041,2099516,814120,190775,2837749829700,3155
higgs_ir4,imbgbt_ros_100.csv,5,1,535929,2104350,811501,192074,2780683822815,2909
higgs_ir4,imbgbt_ros_100.csv,5,2,534928,2101552,811720,192112,2838916627575,2332
covtype_0vs2,imbbag_rus_100.csv,1,1,17421,134132,7369,375,411427743688,6894
covtype_0vs2,imbbag_rus_100.csv,1,2,17586,134251,7549,372,433947110199,3411
covtype_0vs2,imbbag_rus_100.csv,2,1,17432,134024,7560,360,478208504943,3476
covtype_0vs2,imbbag_rus_100.csv,2,2,17585,134206,7511,377,491836640913,3451
covtype_0vs2,imbbag_rus_100.csv,3,1,17316,133932,7471,359,487646740316,3412
covtype_0vs2,imbbag_rus_100.csv,3,2,17691,134359,7539,388,544598493461,3455
covtype_0vs2,imbbag_rus_100.csv,4,1,17745,134220,7487,369,502269827971,6165
covtype_0vs2,imbbag_rus_100.csv,4,2,17264,134085,7509,376,538279058727,5950
covtype_0vs2,imbbag_rus_100.csv,5,1,17538,134349,7427,401,533844702879,6049
covtype_0vs2,imbbag_rus_100.csv,5,2,17532,133962,7563,283,485482005618,3357
covtype_1vs3,imbgbt_rus_100.csv,1,1,9948,100906,4908,226,407232236948,6314
covtype_1vs3,imbgbt_rus_100.csv,1,2,10100,100954,5072,236,433039317468,5264
covtype_1vs3,imbgbt_rus_100.csv,2,1,10046,100915,4900,216,453410219234,3619
covtype_1vs3,imbgbt_rus_100.csv,2,2,10028,101058,4967,220,458764841419,4696
covtype_1vs3,imbgbt_rus_100.csv,3,1,10048,100587,5123,199,473197802326,4883
covtype_1vs3,imbgbt_rus_100.csv,3,2,10028,101067,5063,235,459970335742,3418
covtype_1vs3,imbgbt_rus_100.csv,4,1,10126,101257,4933,206,480989427399,3427
covtype_1vs3,imbgbt_rus_100.csv,4,2,9941,100424,5226,237,475393982503,3545
covtype_1vs3,imbgbt_rus_100.csv,5,1,10062,100958,5061,236,472044152654,3354
covtype_1vs3,imbgbt_rus_100.csv,5,2,9940,100852,4969,272,466111265104,3514
covtype_0vs3,imbgbt_rus_100.csv,1,1,10223,140256,1206,26,459991004086,4868
covtype_0vs3,imbgbt_rus_100.csv,1,2,10227,140708,1131,34,502151813274,4702
covtype_0vs3,imbgbt_rus_100.csv,2,1,10284,140079,1429,23,518176602822,3841
covtype_0vs3,imbgbt_rus_100.csv,2,2,10164,140557,1236,39,522583298853,2673
covtype_0vs3,imbgbt_rus_100.csv,3,1,10166,139939,1316,26,530060395072,3846
covtype_0vs3,imbgbt_rus_100.csv,3,2,10279,140794,1252,39,519165633191,3708
covtype_0vs3,imbgbt_rus_100.csv,4,1,10325,140587,1368,32,512678579822,3770
covtype_0vs3,imbgbt_rus_100.csv,4,2,10117,140320,1026,36,527487021378,3929
covtype_0vs3,imbgbt_rus_100.csv,5,1,10397,140463,1126,33,523560236608,3864
covtype_0vs3,imbgbt_rus_100.csv,5,2,10057,140367,1345,23,521456495752,3407
covtype_1vs4,imbgbt_rus_100.csv,1,1,8595,105263,507,24,408578393799,6229
covtype_1vs4,imbgbt_rus_100.csv,1,2,8743,105544,526,5,439015338246,3721
covtype_1vs4,imbgbt_rus_100.csv,2,1,8577,105456,469,2,442977079187,13479
covtype_1vs4,imbgbt_rus_100.csv,2,2,8786,105392,523,2,460506131861,4459
covtype_1vs4,imbgbt_rus_100.csv,3,1,8670,105263,448,5,461130386885,4714
covtype_1vs4,imbgbt_rus_100.csv,3,2,8682,105585,544,10,469620527573,4675
covtype_1vs4,imbgbt_rus_100.csv,4,1,8707,105745,506,16,477901721514,18121
covtype_1vs4,imbgbt_rus_100.csv,4,2,8641,104991,598,3,468035140319,4732
covtype_1vs4,imbgbt_rus_100.csv,5,1,8710,105490,547,5,469998729086,4819
covtype_1vs4,imbgbt_rus_100.csv,5,2,8646,105376,427,6,469559780178,4563
higgs_ir16,imbbag_ros_100.csv,1,1,137188,1702899,1211644,45173,1433675636949,3615
higgs_ir16,imbbag_ros_100.csv,1,2,137839,1698263,1216317,44770,1353243592843,3171
higgs_ir16,imbbag_ros_100.csv,2,1,123606,1909307,1003840,59074,1408707013080,2935
higgs_ir16,imbbag_ros_100.csv,2,2,138293,1679390,1236586,43997,1730793414811,4469
higgs_ir16,imbbag_ros_100.csv,3,1,139105,1672322,1241350,43553,1581892534117,3357
higgs_ir16,imbbag_ros_100.csv,3,2,124501,1899248,1016203,57811,1261822624730,3287
higgs_ir16,imbbag_ros_100.csv,4,1,137496,1707904,1208048,45464,1330933265012,3237
higgs_ir16,imbbag_ros_100.csv,4,2,123997,1891522,1021649,58013,1253027196124,3118
higgs_ir16,imbbag_ros_100.csv,5,1,126870,1873842,1042663,55689,1259398470868,3788
higgs_ir16,imbbag_ros_100.csv,5,2,136736,1704409,1208209,45675,1252115589082,4258
susy_ir4,imbgbt_rus_100.csv,1,1,251139,1149297,206846,87255,1257987597412,2303
susy_ir4,imbgbt_rus_100.csv,1,2,252132,1148212,207818,86621,1293496029571,1829
susy_ir4,imbgbt_rus_100.csv,2,1,250507,1149958,205099,87503,1271038764404,2332
susy_ir4,imbgbt_rus_100.csv,2,2,252029,1149782,207334,87108,1252204604618,1851
susy_ir4,imbgbt_rus_100.csv,3,1,251710,1147859,207459,86873,1257689344673,1888
susy_ir4,imbgbt_rus_100.csv,3,2,251282,1149508,207347,87282,1241889912857,2343
susy_ir4,imbgbt_rus_100.csv,4,1,251107,1150054,205990,87187,1242889409422,2392
susy_ir4,imbgbt_rus_100.csv,4,2,251612,1150003,206126,87241,1263058136030,1941
susy_ir4,imbgbt_rus_100.csv,5,1,251680,1150281,206800,86902,1262842335069,3237
susy_ir4,imbgbt_rus_100.csv,5,2,251512,1147073,208019,87053,1237712294909,3277
kddcup_dos_vs_r2l,imbgbt_rus_100.csv,1,1,565,1939673,1647,0,1489224056217,1916
kddcup_dos_vs_r2l,imbgbt_rus_100.csv,1,2,561,1940690,1360,0,1534927764834,2076
kddcup_dos_vs_r2l,imbgbt_rus_100.csv,2,1,553,1937476,3025,0,1544581771385,1513
kddcup_dos_vs_r2l,imbgbt_rus_100.csv,2,2,572,1941360,1509,1,1551176382364,2009
kddcup_dos_vs_r2l,imbgbt_rus_100.csv,3,1,541,1937869,2848,0,1545015999418,1216
kddcup_dos_vs_r2l,imbgbt_rus_100.csv,3,2,585,1941286,1367,0,1748531083905,1385
kddcup_dos_vs_r2l,imbgbt_rus_100.csv,4,1,576,1936380,5148,0,1573218135815,1494
kddcup_dos_vs_r2l,imbgbt_rus_100.csv,4,2,546,1939872,1970,4,1550912950216,1088
kddcup_dos_vs_r2l,imbgbt_rus_100.csv,5,1,583,1939256,3273,0,1564011496369,2021
kddcup_dos_vs_r2l,imbgbt_rus_100.csv,5,2,543,1937771,3070,0,1565247464782,1931
covtype_0vs4,imbgbt_rus_100.csv,1,1,8574,137030,4498,66,438314108364,5026
covtype_0vs4,imbgbt_rus_100.csv,1,2,8682,137331,4442,45,464049089183,6456
covtype_0vs4,imbgbt_rus_100.csv,2,1,8731,137037,4406,59,484455030010,2489
covtype_0vs4,imbgbt_rus_100.csv,2,2,8525,136900,4958,52,501935638871,2602
covtype_0vs4,imbgbt_rus_100.csv,3,1,8601,136471,4759,55,515130004418,2498
covtype_0vs4,imbgbt_rus_100.csv,3,2,8647,137828,4243,64,512431070076,2539
covtype_0vs4,imbgbt_rus_100.csv,4,1,8508,137475,4687,65,508957463763,2512
