dataset,algorithm,repetition,fold,tp,tn,fp,fn,train_time,predict_time
higgs_ir16,smote_bag_100.csv,5,2,109583,2052587,860075,72878,207732921560,2755
susy_ir16,rus_bag_100.csv,1,1,61837,1109969,245613,23495,20170397723,2821
susy_ir16,rus_bag_100.csv,1,2,61867,1094043,262548,22424,18641003844,2451
susy_ir16,rus_bag_100.csv,2,1,62457,1084815,269987,22086,18103356091,2963
susy_ir16,rus_bag_100.csv,2,2,62353,1095467,261904,22727,19527253902,3556
susy_ir16,rus_bag_100.csv,3,1,61331,1103418,252069,23327,21462119730,2746
susy_ir16,rus_bag_100.csv,3,2,62145,1100064,256622,22820,18759305407,3365
susy_ir16,rus_bag_100.csv,4,1,61211,1109721,247263,23380,21222245029,1892
susy_ir16,rus_bag_100.csv,4,2,62445,1090652,264537,22587,20692742354,2063
susy_ir16,rus_bag_100.csv,5,1,60470,1123445,233649,24362,16097230553,3080
susy_ir16,rus_bag_100.csv,5,2,62205,1091082,263997,22586,18064874258,3534
susy_ir4,rus_bag_100.csv,1,1,248241,1095576,260090,90255,55244139564,3335
susy_ir4,rus_bag_100.csv,1,2,247322,1094602,261905,91329,41638455899,3418
susy_ir4,rus_bag_100.csv,2,1,249652,1082610,271302,89239,46980268985,4656
susy_ir4,rus_bag_100.csv,2,2,248913,1089831,268430,89343,23543463776,3015
susy_ir4,rus_bag_100.csv,3,1,246895,1095893,259676,91452,25121717097,1920
susy_ir4,rus_bag_100.csv,3,2,247024,1101072,255532,91776,24680559904,5345
susy_ir4,rus_bag_100.csv,4,1,248540,1090419,265058,90359,33168603608,2850
susy_ir4,rus_bag_100.csv,4,2,246781,1100711,255985,91467,43027605595,2978
susy_ir4,rus_bag_100.csv,5,1,250287,1083466,273379,89024,36645877558,7769
susy_ir4,rus_bag_100.csv,5,2,244750,1104257,251071,93086,32711857071,6874
covtype_0vs3,smote_bag_100.csv,1,1,10027,135541,6009,92,45727005941,12727
covtype_0vs3,smote_bag_100.csv,1,2,10289,135820,5931,102,39800375677,15778
covtype_0vs3,smote_bag_100.csv,2,1,10224,135162,6341,66,32667703878,3715
covtype_0vs3,smote_bag_100.csv,2,2,10159,135402,6396,61,35611600103,3911
covtype_0vs3,smote_bag_100.csv,3,1,10253,135353,5920,87,37942444612,3509
covtype_0vs3,smote_bag_100.csv,3,2,10016,137280,4748,154,30379666581,10169
covtype_0vs3,smote_bag_100.csv,4,1,10117,137140,4805,179,33149611723,7308
covtype_0vs3,smote_bag_100.csv,4,2,10111,135429,5927,103,31209899384,9111
covtype_0vs3,smote_bag_100.csv,5,1,10287,135754,5967,120,31906800287,4637
covtype_0vs3,smote_bag_100.csv,5,2,10022,135512,6068,81,30732791457,6451
covtype_0vs3,rus_bag_100.csv,1,1,10012,135708,5842,107,32790140348,17961
covtype_0vs3,rus_bag_100.csv,1,2,10182,137441,4310,209,27165149565,7474
covtype_0vs3,rus_bag_100.csv,2,1,10194,135775,5725,61,23509534061,7064
covtype_0vs3,rus_bag_100.csv,2,2,10045,136886,4915,210,16298712184,11773
covtype_0vs3,rus_bag_100.csv,3,1,10156,134783,6419,84,20052197379,3769
covtype_0vs3,rus_bag_100.csv,3,2,10215,136301,5798,55,20876289514,9313
covtype_0vs3,rus_bag_100.csv,4,1,10142,137107,4871,167,28563938410,10681
covtype_0vs3,rus_bag_100.csv,4,2,10109,136329,4994,92,22515209940,6215
covtype_0vs3,rus_bag_100.csv,5,1,10108,135732,6029,158,22766758495,15489
covtype_0vs3,rus_bag_100.csv,5,2,10134,136604,4936,110,26623697870,7971
covtype_0vs4,smote_bag_100.csv,1,1,8525,133012,8327,246,61724230770,13571
covtype_0vs4,smote_bag_100.csv,1,2,8299,134563,7399,297,45451660343,14908
covtype_0vs4,smote_bag_100.csv,2,1,8583,132695,8818,168,42625325144,4274
covtype_0vs4,smote_bag_100.csv,2,2,8352,134049,7739,264,39949230012,10893
covtype_0vs4,smote_bag_100.csv,3,1,8314,133622,7821,237,39919833713,3674
covtype_0vs4,smote_bag_100.csv,3,2,8607,133506,8352,209,51124221792,16828
covtype_0vs4,smote_bag_100.csv,4,1,8422,133038,8993,195,52271240360,5948
covtype_0vs4,smote_bag_100.csv,4,2,8443,133756,7514,307,58495581014,6126
covtype_0vs4,smote_bag_100.csv,5,1,8445,133170,8714,195,37500518494,4835
covtype_0vs4,smote_bag_100.csv,5,2,8522,133034,8383,205,33578510665,10561
kddcup_normal_vs_dos,smote_bag_100.csv,1,1,486946,1940797,603,31,240972225767,3467
kddcup_normal_vs_dos,smote_bag_100.csv,1,2,485756,1941568,402,48,238831681051,3194
kddcup_normal_vs_dos,smote_bag_100.csv,2,1,486409,1939606,618,29,260403423845,3621
kddcup_normal_vs_dos,smote_bag_100.csv,2,2,486312,1942666,480,31,229465333046,3023
kddcup_normal_vs_dos,smote_bag_100.csv,3,1,485690,1941023,481,48,240233554335,6299
kddcup_normal_vs_dos,smote_bag_100.csv,3,2,487000,1941467,399,43,223033744092,5890
kddcup_normal_vs_dos,smote_bag_100.csv,4,1,486742,1941989,610,35,251473481411,5483
kddcup_normal_vs_dos,smote_bag_100.csv,4,2,485962,1940102,669,42,234305080351,6483
kddcup_normal_vs_dos,smote_bag_100.csv,5,1,487033,1941963,625,45,215372289056,8749
kddcup_normal_vs_dos,smote_bag_100.csv,5,2,485680,1940263,519,23,189244929552,2280
covtype_1vs3,ros_bag_100.csv,1,1,9047,92908,12925,1080,45388317208,35306
covtype_1vs3,ros_bag_100.csv,1,2,9206,93640,12367,1177,34861362962,7756
covtype_1vs3,ros_bag_100.csv,2,1,9170,93467,12259,1147,27379244930,30558
covtype_1vs3,ros_bag_100.csv,2,2,8813,95110,11004,1380,38091924656,22446
covtype_1vs3,ros_bag_100.csv,3,1,9198,91795,13889,1046,32325940806,6639
covtype_1vs3,ros_bag_100.csv,3,2,9284,93091,13065,982,23963308062,4787
covtype_1vs3,ros_bag_100.csv,4,1,9145,94425,11839,1244,34560234661,32194
covtype_1vs3,ros_bag_100.csv,4,2,9057,93809,11767,1064,35505891289,9881
covtype_1vs3,ros_bag_100.csv,5,1,9060,94232,11859,1142,34563283678,4844
covtype_1vs3,ros_bag_100.csv,5,2,9215,93659,12090,1093,30822362932,7855
kddcup_dos_vs_r2l,smote_bag_100.csv,1,1,532,1940920,353,1,92746549377,3291
kddcup_dos_vs_r2l,smote_bag_100.csv,1,2,592,1941721,376,1,73998823191,3347
kddcup_dos_vs_r2l,smote_bag_100.csv,2,1,565,1940172,268,2,78942762894,3414
kddcup_dos_vs_r2l,smote_bag_100.csv,2,2,558,1942567,363,1,70019241892,4921
kddcup_dos_vs_r2l,smote_bag_100.csv,3,1,538,1941074,5,2,71864608597,4842
kddcup_dos_vs_r2l,smote_bag_100.csv,3,2,586,1941757,534,0,71029404284,5817
kddcup_dos_vs_r2l,smote_bag_100.csv,4,1,555,1941316,374,1,75802923376,1934
kddcup_dos_vs_r2l,smote_bag_100.csv,4,2,569,1941292,388,1,69978206376,6104
kddcup_dos_vs_r2l,smote_bag_100.csv,5,1,553,1942127,373,0,77586550689,2726
kddcup_dos_vs_r2l,smote_bag_100.csv,5,2,571,1940512,358,2,81034818830,2217
hepmass_ir4,rus_bag_100.csv,1,1,508909,2319347,306168,146677,49528768131,2658
hepmass_ir4,rus_bag_100.csv,1,2,515160,2316827,307782,140494,48800264408,2921
hepmass_ir4,rus_bag_100.csv,2,1,519443,2302723,321034,136454,42662968615,2234
hepmass_ir4,rus_bag_100.csv,2,2,510104,2334571,291796,145239,47117320822,2707
hepmass_ir4,rus_bag_100.csv,3,1,512391,2308191,315483,143611,42355305636,2567
hepmass_ir4,rus_bag_100.csv,3,2,516393,2312725,313725,138845,43198977205,4073
hepmass_ir4,rus_bag_100.csv,4,1,516524,2315620,310218,139858,40514237040,4841
hepmass_ir4,rus_bag_100.csv,4,2,517696,2306165,318121,137162,37286798929,4277
hepmass_ir4,rus_bag_100.csv,5,1,508463,2322859,303631,147322,38226121636,3672
hepmass_ir4,rus_bag_100.csv,5,2,517230,2308114,315520,138225,43911196727,1898
hepmass_ir16,ros_bag_100.csv,1,1,131532,2281365,343464,32709,148090033457,2911
hepmass_ir16,ros_bag_100.csv,1,2,127638,2341226,284069,36583,179522878880,2973
hepmass_ir16,ros_bag_100.csv,2,1,126323,2376478,246844,38425,114374622084,2552
hepmass_ir16,ros_bag_100.csv,2,2,129885,2298282,328520,33829,98091118667,2752
hepmass_ir16,ros_bag_100.csv,3,1,128524,2326913,297019,35870,96199054054,3058
hepmass_ir16,ros_bag_100.csv,3,2,127840,2341480,284712,36228,97588861788,2251
hepmass_ir16,ros_bag_100.csv,4,1,127279,2344774,281880,37033,105147345300,2079
hepmass_ir16,ros_bag_100.csv,4,2,129585,2311033,312437,34565,100321067055,3844
hepmass_ir16,ros_bag_100.csv,5,1,129853,2293976,332430,34884,97976489829,1945
hepmass_ir16,ros_bag_100.csv,5,2,128773,2309909,313809,34952,101361490625,1895
covtype_1vs3,smote_bag_100.csv,1,1,9056,93010,12823,1071,61110222818,12417
covtype_1vs3,smote_bag_100.csv,1,2,9216,93535,12472,1167,54308785517,27171
covtype_1vs3,smote_bag_100.csv,2,1,9373,90708,15248,752,48831459652,19305
covtype_1vs3,smote_bag_100.csv,2,2,9060,94376,11508,1325,42214673893,7587
covtype_1vs3,smote_bag_100.csv,3,1,9121,94106,11525,1170,37554072252,6732
covtype_1vs3,smote_bag_100.csv,3,2,9473,89977,16232,746,40000133418,22224
covtype_1vs3,smote_bag_100.csv,4,1,9157,94133,12162,1150,38714937645,7362
covtype_1vs3,smote_bag_100.csv,4,2,9053,94000,11545,1150,41951035366,26181
covtype_1vs3,smote_bag_100.csv,5,1,9165,93524,12451,1125,43222481850,10089
covtype_1vs3,smote_bag_100.csv,5,2,9398,91856,14009,822,45507668704,7477
kddcup_dos_vs_r2l,ros_bag_100.csv,1,1,530,1941018,255,3,64608479420,2951
kddcup_dos_vs_r2l,ros_bag_100.csv,1,2,592,1942062,35,1,68321830337,3166
kddcup_dos_vs_r2l,ros_bag_100.csv,2,1,574,1940219,0,1,62741447935,3434
kddcup_dos_vs_r2l,ros_bag_100.csv,2,2,550,1942635,516,1,60412398193,2738
kddcup_dos_vs_r2l,ros_bag_100.csv,3,1,566,1941054,103,0,57380021767,2721
kddcup_dos_vs_r2l,ros_bag_100.csv,3,2,558,1941920,293,2,59948184775,6462
kddcup_dos_vs_r2l,ros_bag_100.csv,4,1,550,1941633,190,4,53436473830,7321
kddcup_dos_vs_r2l,ros_bag_100.csv,4,2,572,1941461,86,0,54933305617,4233
kddcup_dos_vs_r2l,ros_bag_100.csv,5,1,579,1942409,353,2,58361865645,5298
kddcup_dos_vs_r2l,ros_bag_100.csv,5,2,541,1940577,31,4,57248825637,3206
covtype_0vs3,ros_bag_100.csv,1,1,10019,136867,4683,100,22678837211,5969
covtype_0vs3,ros_bag_100.csv,1,2,10309,135181,6570,82,17944900592,7964
covtype_0vs3,ros_bag_100.csv,2,1,10122,135501,6109,90,42625408500,7136
covtype_0vs3,ros_bag_100.csv,2,2,10176,136834,4857,122,28129233592,21196
covtype_0vs3,ros_bag_100.csv,3,1,10138,134824,6455,63,19097927310,12390
covtype_0vs3,ros_bag_100.csv,3,2,10212,135938,6084,97,20252534164,5685
covtype_0vs3,ros_bag_100.csv,4,1,10152,135598,6372,105,28949661608,15504
covtype_0vs3,ros_bag_100.csv,4,2,10169,135318,6013,84,24643193441,13865
covtype_0vs3,ros_bag_100.csv,5,1,10129,136623,5236,116,26799010069,10392
covtype_0vs3,ros_bag_100.csv,5,2,10159,135495,5947,106,26940798610,33049
covtype_0vs4,ros_bag_100.csv,1,1,8516,133429,7910,255,39675002202,13598
covtype_0vs4,ros_bag_100.csv,1,2,8387,134080,7882,209,30813388712,7497
covtype_0vs4,ros_bag_100.csv,2,1,8534,132959,8547,191,26552516264,16177
covtype_0vs4,ros_bag_100.csv,2,2,8448,132861,8934,194,33566485412,4918
covtype_0vs4,ros_bag_100.csv,3,1,8486,132797,8382,244,29910715332,5009
covtype_0vs4,ros_bag_100.csv,3,2,8482,132505,9617,155,23472007409,11148
covtype_0vs4,ros_bag_100.csv,4,1,8400,133580,8418,232,27153569270,7177
covtype_0vs4,ros_bag_100.csv,4,2,8501,133396,7907,234,27016900133,4101
covtype_0vs4,ros_bag_100.csv,5,1,8532,132535,9250,171,23473703345,10630
covtype_0vs4,ros_bag_100.csv,5,2,8438,132882,8634,226,31092811798,3957
hepmass_ir4,ros_bag_100.csv,1,1,516252,2313492,312023,139334,129575204906,2943
hepmass_ir4,ros_bag_100.csv,1,2,510862,2330769,293840,144792,121032359974,2863
hepmass_ir4,ros_bag_100.csv,2,1,515028,2313617,310597,140611,161941635619,2878
hepmass_ir4,ros_bag_100.csv,2,2,514069,2322714,303196,141532,107433924195,4875
hepmass_ir4,ros_bag_100.csv,3,1,513363,2323632,299777,142699,112572403580,5247
hepmass_ir4,ros_bag_100.csv,3,2,515574,2314108,312607,139604,107338704293,3443
hepmass_ir4,ros_bag_100.csv,4,1,510401,2316535,310249,145691,114974811207,2661
hepmass_ir4,ros_bag_100.csv,4,2,516939,2306580,316760,138209,115025820504,2473
hepmass_ir4,ros_bag_100.csv,5,1,517525,2312177,313652,138980,116257446155,2815
hepmass_ir4,ros_bag_100.csv,5,2,514073,2319765,304530,140662,112243576818,4609
higgs_ir4,rus_bag_100.csv,1,1,559687,1626926,1288409,167534,179292093301,8450
higgs_ir4,rus_bag_100.csv,1,2,549518,1691636,1222152,178304,151468951844,7190
higgs_ir4,rus_bag_100.csv,2,1,540363,1719874,1193948,186679,101577009746,5841
higgs_ir4,rus_bag_100.csv,2,2,549421,1690144,1225157,178580,63025486415,6403
higgs_ir4,rus_bag_100.csv,3,1,553487,1673138,1239647,173942,72830643470,8268
higgs_ir4,rus_bag_100.csv,3,2,561110,1626199,1290139,166504,74980971399,8861
higgs_ir4,rus_bag_100.csv,4,1,556330,1651838,1264830,170925,143921513423,6160
higgs_ir4,rus_bag_100.csv,4,2,555549,1646637,1265818,172239,100147785652,8714
higgs_ir4,rus_bag_100.csv,5,1,553003,1670676,1245176,174363,99314154014,10144
higgs_ir4,rus_bag_100.csv,5,2,559039,1636733,1276538,168638,51320333040,6024
covtype_1vs2,smote_bag_100.csv,1,1,17927,104844,746,30,62600621534,12839
covtype_1vs2,smote_bag_100.csv,1,2,17756,105490,760,41,51867367857,5720
covtype_1vs2,smote_bag_100.csv,2,1,17812,105042,749,43,57676651518,4168
covtype_1vs2,smote_bag_100.csv,2,2,17871,105268,781,28,50702449146,4840
covtype_1vs2,smote_bag_100.csv,3,1,17648,104849,954,29,53991945695,9389
covtype_1vs2,smote_bag_100.csv,3,2,18054,105341,696,23,46263538906,25768
covtype_1vs2,smote_bag_100.csv,4,1,17854,105549,841,32,37183014984,4251
covtype_1vs2,smote_bag_100.csv,4,2,17824,104740,710,44,42358428960,9045
covtype_1vs2,smote_bag_100.csv,5,1,17786,105310,812,32,43982288846,54866
covtype_1vs2,smote_bag_100.csv,5,2,17915,104826,892,21,42814644265,11149
kddcup_dos_vs_r2l,rus_bag_100.csv,1,1,533,1938518,2755,0,11579370069,4019
kddcup_dos_vs_r2l,rus_bag_100.csv,1,2,593,1940389,1708,0,11910951059,3473
kddcup_dos_vs_r2l,rus_bag_100.csv,2,1,574,1939939,572,1,7159476819,4010
kddcup_dos_vs_r2l,rus_bag_100.csv,2,2,551,1941049,1810,0,6573699680,4511
kddcup_dos_vs_r2l,rus_bag_100.csv,3,1,547,1937592,3109,0,8333854574,3084
kddcup_dos_vs_r2l,rus_bag_100.csv,3,2,579,1938486,4183,0,7200561041,3567
kddcup_dos_vs_r2l,rus_bag_100.csv,4,1,600,1939466,2118,0,5378068927,3779
kddcup_dos_vs_r2l,rus_bag_100.csv,4,2,526,1937621,4165,0,12228021234,7086
kddcup_dos_vs_r2l,rus_bag_100.csv,5,1,577,1939113,3267,0,5171033191,3573
kddcup_dos_vs_r2l,rus_bag_100.csv,5,2,549,1939535,1455,0,5034433054,5523
covtype_1vs3,rus_bag_100.csv,1,1,9077,93616,12217,1050,37179719106,9650
covtype_1vs3,rus_bag_100.csv,1,2,9216,94342,11665,1167,34448964312,8349
covtype_1vs3,rus_bag_100.csv,2,1,9107,93649,12152,1113,27750605389,5819
covtype_1vs3,rus_bag_100.csv,2,2,9099,94763,11276,1191,21848027303,8868
covtype_1vs3,rus_bag_100.csv,3,1,9123,94063,11580,1158,23241041027,19779
covtype_1vs3,rus_bag_100.csv,3,2,9059,93984,12213,1170,20857403851,14346
covtype_1vs3,rus_bag_100.csv,4,1,9115,94750,11670,1120,27668868174,24161
covtype_1vs3,rus_bag_100.csv,4,2,9293,93450,11970,982,25581486160,6117
covtype_1vs3,rus_bag_100.csv,5,1,9600,89783,16224,704,29458538779,6572
covtype_1vs3,rus_bag_100.csv,5,2,9177,93722,12111,1029,29603022212,8155
higgs_ir16,rus_bag_100.csv,1,1,135871,1718005,1197087,46162,61756199582,4137
higgs_ir16,rus_bag_100.csv,1,2,140015,1656459,1257572,42922,59713843537,7518
higgs_ir16,rus_bag_100.csv,2,1,124572,1889606,1023670,57960,48174976937,7764
higgs_ir16,rus_bag_100.csv,2,2,136958,1701637,1214210,45480,83402805896,6573
higgs_ir16,rus_bag_100.csv,3,1,124835,1881713,1031922,57805,58847396764,12805
higgs_ir16,rus_bag_100.csv,3,2,140053,1640810,1274678,42277,69202300840,9069
higgs_ir16,rus_bag_100.csv,4,1,136834,1701719,1214201,45660,60288898467,3812
higgs_ir16,rus_bag_100.csv,4,2,124909,1883626,1029577,57567,32525832819,2974
higgs_ir16,rus_bag_100.csv,5,1,121874,1914972,1000989,60831,39550407768,6349
higgs_ir16,rus_bag_100.csv,5,2,125213,1887009,1026153,57052,39104918133,5487
susy_ir4,ros_bag_100.csv,1,1,249125,1084509,271157,89371,91017591115,5178
susy_ir4,ros_bag_100.csv,1,2,248976,1088866,267641,89675,73757096797,5294
susy_ir4,ros_bag_100.csv,2,1,249940,1079721,275223,88070,90500848638,4950
susy_ir4,ros_bag_100.csv,2,2,251237,1079665,277564,87900,80799466854,3936
susy_ir4,ros_bag_100.csv,3,1,249931,1083301,271562,88861,77548356290,5142
susy_ir4,ros_bag_100.csv,3,2,243039,1113350,243960,95316,73032092972,5241
susy_ir4,ros_bag_100.csv,4,1,247788,1088410,267846,90307,78568137555,10107
susy_ir4,ros_bag_100.csv,4,2,248646,1092792,263125,90406,67770712735,6243
susy_ir4,ros_bag_100.csv,5,1,248896,1089897,266587,90220,69905545605,7134
susy_ir4,ros_bag_100.csv,5,2,249581,1081653,274036,88450,72265485903,5215
covtype_1vs4,smote_bag_100.csv,1,1,8685,104595,1017,58,52496413336,27433
covtype_1vs4,smote_bag_100.csv,1,2,8585,105261,967,39,41823688513,7518
covtype_1vs4,smote_bag_100.csv,2,1,8427,104919,1096,40,44140248356,6401
covtype_1vs4,smote_bag_100.csv,2,2,8858,104834,991,42,40441322560,6455
covtype_1vs4,smote_bag_100.csv,3,1,8669,104518,1149,28,41222134582,7220
covtype_1vs4,smote_bag_100.csv,3,2,8621,105240,933,49,44770652660,9388
covtype_1vs4,smote_bag_100.csv,4,1,8761,105265,965,39,44117831440,14198
covtype_1vs4,smote_bag_100.csv,4,2,8520,104578,1032,47,36526143377,28702
covtype_1vs4,smote_bag_100.csv,5,1,8563,105188,927,47,45961125106,11797
covtype_1vs4,smote_bag_100.csv,5,2,8736,104690,1035,21,47401063213,4318
susy_ir16,ros_bag_100.csv,1,1,63162,1079356,276226,22170,75227254591,5734
susy_ir16,ros_bag_100.csv,1,2,61469,1094140,262451,22822,74600285134,6933
susy_ir16,ros_bag_100.csv,2,1,62806,1075754,279267,21868,81161069075,6556
susy_ir16,ros_bag_100.csv,2,2,62463,1088223,268929,22486,68821057693,3693
susy_ir16,ros_bag_100.csv,3,1,61420,1097645,258023,23042,112351712657,21356
susy_ir16,ros_bag_100.csv,3,2,62657,1085410,271095,22504,107767799810,14208
susy_ir16,ros_bag_100.csv,4,1,61928,1096282,260183,22943,139736825019,7612
susy_ir16,ros_bag_100.csv,4,2,62236,1080673,275035,22516,107573909280,8775
susy_ir16,ros_bag_100.csv,5,1,62556,1083487,273448,22177,54532656031,5854
susy_ir16,ros_bag_100.csv,5,2,61336,1101808,253430,23554,67545712977,12272
susy_ir16,smote_bag_100.csv,1,1,62828,1077796,277786,22504,278189529856,8875
susy_ir16,smote_bag_100.csv,1,2,62701,1062433,294158,21590,230817177546,3679
susy_ir16,smote_bag_100.csv,2,1,62202,1077899,276867,22453,159292168937,7533
susy_ir16,smote_bag_100.csv,2,2,63528,1061080,296327,21440,158022794928,10030
susy_ir16,smote_bag_100.csv,3,1,62966,1064274,291374,21669,193886732371,13624
susy_ir16,smote_bag_100.csv,3,2,62537,1079302,277223,22451,224095674257,10024
susy_ir16,smote_bag_100.csv,4,1,62450,1073121,283590,22118,168938778073,7556
susy_ir16,smote_bag_100.csv,4,2,62166,1082609,272853,22889,139473848421,12327
susy_ir16,smote_bag_100.csv,5,1,62880,1073199,283413,22099,158341575689,8619
susy_ir16,smote_bag_100.csv,5,2,62557,1070009,285552,22087,202364584539,11994
covtype_1vs2,ros_bag_100.csv,1,1,17920,104851,739,37,32123102399,13024
covtype_1vs2,ros_bag_100.csv,1,2,17758,105557,693,39,28665080064,17625
covtype_1vs2,ros_bag_100.csv,2,1,17779,105003,881,25,28720877913,5774
covtype_1vs2,ros_bag_100.csv,2,2,17897,105263,693,53,29994497296,7980
covtype_1vs2,ros_bag_100.csv,3,1,17794,104988,707,23,33197465181,4470
covtype_1vs2,ros_bag_100.csv,3,2,17894,105474,671,43,26199983634,25589
covtype_1vs2,ros_bag_100.csv,4,1,17986,105217,945,17,36465349176,8540
covtype_1vs2,ros_bag_100.csv,4,2,17701,105012,666,50,24890860073,8381
covtype_1vs2,ros_bag_100.csv,5,1,17763,105436,749,25,22858318561,47420
covtype_1vs2,ros_bag_100.csv,5,2,17940,104705,950,26,22632546084,10353
hepmass_ir16,smote_bag_100.csv,1,1,127542,2345033,279796,36699,186294443701,3287
hepmass_ir16,smote_bag_100.csv,1,2,123947,2389457,235838,40274,194279448351,4148
hepmass_ir16,smote_bag_100.csv,2,1,128035,2338333,285273,36113,190704493192,4517
hepmass_ir16,smote_bag_100.csv,2,2,124791,2378334,248184,39523,203266305552,2585
hepmass_ir16,smote_bag_100.csv,3,1,124171,2386292,238151,39945,199799672549,4160
hepmass_ir16,smote_bag_100.csv,3,2,124122,2388880,236801,40224,179433777194,7170
hepmass_ir16,smote_bag_100.csv,4,1,124810,2384580,242184,39579,183859531220,3778
hepmass_ir16,smote_bag_100.csv,4,2,127589,2341879,281481,36484,308749646531,5713
hepmass_ir16,smote_bag_100.csv,5,1,123079,2395994,231197,40917,190436887106,4418
hepmass_ir16,smote_bag_100.csv,5,2,128798,2326329,296604,35668,222084945094,5236
susy_ir4,smote_bag_100.csv,1,1,247399,1086339,269327,91097,205072514445,4587
susy_ir4,smote_bag_100.csv,1,2,249588,1077249,279258,89063,178001645535,6243
susy_ir4,smote_bag_100.csv,2,1,249111,1079405,275077,89458,192928421796,7961
susy_ir4,smote_bag_100.csv,2,2,248704,1083706,273985,89874,222581316677,9253
susy_ir4,smote_bag_100.csv,3,1,249205,1077543,277621,89312,159875706434,8725
susy_ir4,smote_bag_100.csv,3,2,249818,1079771,277238,88812,213194956028,7297
susy_ir4,smote_bag_100.csv,4,1,248389,1083188,271853,90590,179216452577,8219
susy_ir4,smote_bag_100.csv,4,2,249346,1078201,278931,88822,171498651197,6688
susy_ir4,smote_bag_100.csv,5,1,249340,1080310,276495,89534,158152388652,6968
susy_ir4,smote_bag_100.csv,5,2,247585,1084114,271254,90688,195339189061,7903
kddcup_normal_vs_dos,ros_bag_100.csv,1,1,486946,1941022,378,31,128458142129,3137
kddcup_normal_vs_dos,ros_bag_100.csv,1,2,485762,1941475,495,42,125665607959,3726
kddcup_normal_vs_dos,ros_bag_100.csv,2,1,485607,1940630,537,31,117225853170,3321
kddcup_normal_vs_dos,ros_bag_100.csv,2,2,487094,1941669,534,49,117941289284,4358
kddcup_normal_vs_dos,ros_bag_100.csv,3,1,486213,1940266,694,14,112636784723,2729
kddcup_normal_vs_dos,ros_bag_100.csv,3,2,486517,1942070,340,37,126253871431,4379
kddcup_normal_vs_dos,ros_bag_100.csv,4,1,486357,1942314,613,28,108438704511,6539
kddcup_normal_vs_dos,ros_bag_100.csv,4,2,486346,1940003,440,50,112441982633,7416
kddcup_normal_vs_dos,ros_bag_100.csv,5,1,486492,1942579,548,37,103416051598,4139
kddcup_normal_vs_dos,ros_bag_100.csv,5,2,486210,1939633,610,42,111907243271,3477
kddcup_normal_vs_dos,rus_bag_100.csv,1,1,486960,1940637,763,17,41976406439,3078
kddcup_normal_vs_dos,rus_bag_100.csv,1,2,485788,1941368,602,16,41767181927,2566
kddcup_normal_vs_dos,rus_bag_100.csv,2,1,486295,1939551,845,14,43647689924,3381
kddcup_normal_vs_dos,rus_bag_100.csv,2,2,486464,1942097,877,8,38621750910,2783
kddcup_normal_vs_dos,rus_bag_100.csv,3,1,486103,1940377,914,26,30960028726,5571
kddcup_normal_vs_dos,rus_bag_100.csv,3,2,486640,1941299,780,12,31048791302,4442
kddcup_normal_vs_dos,rus_bag_100.csv,4,1,486761,1941720,591,30,26857498547,2540
kddcup_normal_vs_dos,rus_bag_100.csv,4,2,485984,1939996,1063,6,33381149220,5182
kddcup_normal_vs_dos,rus_bag_100.csv,5,1,486743,1942058,969,15,33767846807,2393
kddcup_normal_vs_dos,rus_bag_100.csv,5,2,486015,1939141,1202,8,26930043860,7233
covtype_1vs4,rus_bag_100.csv,1,1,8705,104760,852,38,34811307976,14504
covtype_1vs4,rus_bag_100.csv,1,2,8602,105154,1074,22,24983437233,9801
covtype_1vs4,rus_bag_100.csv,2,1,8591,104815,1020,27,26702419316,19711
covtype_1vs4,rus_bag_100.csv,2,2,8708,105074,931,41,26320739808,19217
covtype_1vs4,rus_bag_100.csv,3,1,8511,104804,1011,31,19853482671,8525
covtype_1vs4,rus_bag_100.csv,3,2,8783,105045,980,42,19298104991,4896
covtype_1vs4,rus_bag_100.csv,4,1,8652,105607,718,80,23384088880,4092
covtype_1vs4,rus_bag_100.csv,4,2,8590,104474,1041,45,19258642862,4554
covtype_1vs4,rus_bag_100.csv,5,1,8571,105022,1094,42,24587846278,80247
covtype_1vs4,rus_bag_100.csv,5,2,8705,104906,818,49,23360154698,5166
hepmass_ir16,rus_bag_100.csv,1,1,130365,2277392,347437,33876,32886569256,2672
hepmass_ir16,rus_bag_100.csv,1,2,132920,2262681,362614,31301,31739420333,2359
hepmass_ir16,rus_bag_100.csv,2,1,133022,2249671,374140,31099,26942411152,2808
hepmass_ir16,rus_bag_100.csv,2,2,129619,2315644,310669,34722,21288465610,3551
hepmass_ir16,rus_bag_100.csv,3,1,129000,2313051,312142,34348,21887688438,3324
hepmass_ir16,rus_bag_100.csv,3,2,133860,2257992,366939,31254,21093773107,3254
hepmass_ir16,rus_bag_100.csv,4,1,134000,2262454,363516,30728,29883932060,1855
hepmass_ir16,rus_bag_100.csv,4,2,129175,2312889,311265,34559,27398478551,3833
hepmass_ir16,rus_bag_100.csv,5,1,134717,2231693,394715,29837,22525973127,3404
hepmass_ir16,rus_bag_100.csv,5,2,128657,2321146,302570,35251,25777475182,1860
higgs_ir4,smote_bag_100.csv,1,1,484734,1875748,1039587,242487,548199665961,6913
higgs_ir4,smote_bag_100.csv,1,2,482317,1883798,1029990,245505,608845463168,9037
higgs_ir4,smote_bag_100.csv,2,1,478795,1896949,1016545,248540,472476638948,25876
